8;0.998959;1361365;3;0
3;0.996571;1390676;3;0
1;0.998111;3874229;2;0
1;0.997744;8002039;4;0
1;0.998778;2100243;7;0
10;0.998745;2123642;3;0
10;0.997695;1585833;1;0
7;0.995356;9662520;7;0
1;0.999056;4902159;6;0
10;0.998043;3660940;6;0
2;0.998237;1131597;3;0
6;0.999152;4179655;2;0
9;0.996506;4915753;7;0
4;0.995506;6695156;6;0
10;0.995368;8876584;4;0
0;0.995773;9746350;7;0
9;0.996917;2116066;6;0
2;0.998508;8202480;7;0
8;0.997388;1144717;3;0
11;0.996987;5724612;6;0
4;0.999405;9576010;7;0
0;0.996870;8234237;5;0
1;0.999990;2329715;4;0
3;0.997449;5378534;3;0
4;0.998365;1481833;1;0
11;0.999721;2307565;6;0
4;0.996399;8225065;7;0
5;0.996423;5059898;6;0
9;0.997871;5805612;4;0
10;0.995400;2440783;5;0
5;0.968898;5828179;5;0
10;0.996866;2640901;3;0
9;0.998459;6885108;1;0
5;0.998402;5525907;3;0
6;0.999030;2306942;5;0
5;0.996154;8583532;5;1
10;0.996139;3141569;4;0
10;0.995190;2259377;3;0
5;0.996788;6222820;1;0
1;0.999593;8429204;2;0
10;0.997015;3580918;5;0
1;0.999266;2062986;4;0
9;0.999951;9347974;7;0
8;0.999277;1789540;4;0
3;0.997806;3584305;2;0
7;0.995251;4976176;3;0
0;0.995201;5508956;1;0
8;0.999309;5899585;7;0
3;0.998271;9970853;2;0
2;0.996174;5569832;2;0
4;0.959435;4586129;7;0
2;0.997994;4179766;5;0
2;0.999111;6285965;5;0
11;0.997828;2780038;1;0
0;0.998502;8795828;2;0
0;0.998275;5179531;7;0
1;0.995836;1788030;3;0
3;0.996148;1027537;3;0
6;0.997836;8289278;6;0
1;0.998067;7134874;6;0
11;0.996160;9997975;5;0
9;0.998369;8398552;2;1
9;0.997864;6976898;7;0
4;0.997260;7074475;5;0
4;0.998383;7010186;6;0
4;0.995125;1419231;1;0
4;0.998149;4181749;7;0
0;0.998260;5416256;4;0
9;0.996336;7804632;6;0
9;0.997140;4862736;1;0
8;0.999154;5057809;4;0
4;0.999822;4640911;2;0
4;0.996052;8872716;2;0
8;0.997091;2988468;4;0
2;0.999524;8928938;5;0
4;0.999989;5769912;6;0
9;0.998833;4726699;3;0
11;0.997585;9115361;7;0
10;0.998520;9681306;2;0
4;0.995797;7228944;1;0
4;0.998185;3932481;7;0
11;0.995851;7759904;3;0
11;0.998669;1273282;1;0
8;0.995560;2818058;6;0
6;0.998558;4216777;7;0
7;0.999742;4858030;4;0
5;0.996573;4626189;1;0
9;0.999374;8417863;1;0
6;0.998407;1528451;6;0
4;0.996987;8156877;1;0
8;0.998490;6568912;3;0
6;0.997407;7191784;6;0
6;0.996025;3116306;5;0
8;0.995609;3063674;5;0
5;0.999948;7821470;3;0
10;0.995045;7486531;2;0
11;0.999165;8665286;7;0
3;0.999561;7025195;1;0
1;0.998775;9284078;2;0
7;0.998822;3707145;6;0
4;0.999803;3004355;7;0
0;0.997125;1252784;4;0
2;0.998912;6186869;6;0
3;0.995238;7536681;7;0
2;0.997245;3430843;5;0
0;0.998235;6562037;4;0
7;0.999672;4158878;6;0
9;0.996136;7792659;6;0
0;0.996210;4446055;6;0
9;0.998598;4248955;4;0
10;0.999890;2412808;6;0
5;0.998452;1255401;2;0
3;0.995261;1619605;5;0
11;0.999631;9117857;4;0
9;0.996424;8183692;4;0
8;0.996086;9914656;5;0
1;0.997697;2483737;3;0
7;0.996803;4032967;5;0
6;0.996504;7171006;7;0
2;0.999195;3963906;5;0
0;0.998490;1104457;7;0
5;0.998009;5085169;1;0
11;0.999991;9689106;1;0
1;0.996286;4933374;6;0
5;0.999658;2171495;4;0
3;0.998737;1455217;1;0
2;0.996073;7863590;7;0
